athlete_id,age,sex,weight_kg,vo2_max,resting_hr,baseline_hrv,session_type,duration_min,avg_hr,max_hr,distance_km,elevation_gain_m,sleep_hrs_prior,hrv_today,temp_c,percent_hr_max,pace_min_per_km,hr_efficiency,vo2_hr_ratio,depletion_factor,sleep_debt,calories_burned
A00112,37,F,58.8,38.5,56,82,intervals,105,152,161,17.3,27,5.5,60.4,10,0.944,6.07,8.79,0.253,16224.8,2.5,1492.3
A00113,37,M,64.2,63.8,60,74,long_run,69,141,159,9.4,154,8.0,75.9,15,0.887,7.34,15.0,0.452,10014.9,0.0,854.9
A00114,33,F,71.9,41.6,56,85,long_run,110,173,182,11.3,32,8.4,88.4,20,0.951,9.73,15.31,0.24,18604.3,-0.4,1919.7
A00115,20,M,71.5,48.3,52,86,tempo,55,169,186,7.1,262,6.1,76.4,19,0.909,7.75,23.8,0.286,9106.9,1.9,931.4
A00116,37,F,86.8,61.1,48,78,long_run,60,173,187,7.2,28,4.6,59.0,24,0.925,8.33,24.03,0.353,10760.5,3.4,1075.6
A00117,21,F,76.8,40.7,63,75,tempo,113,165,174,18.0,104,6.0,83.3,13,0.948,6.28,9.17,0.247,17849.1,2.0,1820.1
A00118,36,M,72.3,44.9,49,90,intervals,42,151,158,4.5,79,5.8,88.2,32,0.956,9.33,33.56,0.297,6556.8,2.2,606.8
A00119,20,F,82.2,51.3,64,66,long_run,67,173,186,10.9,193,5.9,75.4,29,0.93,6.15,15.87,0.297,11755.0,2.1,1198.0
A00120,27,F,81.3,60.4,45,88,intervals,79,166,171,8.1,175,7.4,86.0,31,0.971,9.75,20.49,0.364,12572.2,0.6,1280.8
A00121,22,M,71.8,60.2,48,73,tempo,116,146,151,14.4,187,5.0,61.6,16,0.967,8.06,10.14,0.412,17721.6,3.0,1597.0
A00122,43,M,73.1,48.6,48,75,intervals,101,169,188,19.9,72,7.2,66.2,31,0.899,5.08,8.49,0.288,17191.9,0.8,1793.2
A00123,25,F,71.7,61.3,59,85,long_run,100,174,191,11.6,294,7.5,80.3,28,0.911,8.62,15.0,0.352,17566.0,0.5,1820.6
A00124,39,M,88.7,47.5,48,77,tempo,113,169,181,16.0,50,6.0,79.9,18,0.934,7.06,10.56,0.281,19887.8,2.0,2074.3
A00125,34,M,70.6,53.2,57,67,intervals,43,144,155,5.4,58,7.6,69.3,14,0.929,7.96,26.67,0.369,6035.3,0.4,602.4
A00126,32,M,75.4,44.1,47,83,tempo,67,131,143,9.8,36,4.9,76.2,29,0.916,6.84,13.37,0.337,9008.0,3.1,757.7
A00127,29,F,87.1,46.8,53,91,tempo,109,177,187,16.4,256,6.1,95.7,20,0.947,6.65,10.79,0.264,19423.7,1.9,2079.4
A00128,20,M,60.2,62.5,59,64,long_run,42,148,155,6.9,145,4.7,55.8,17,0.955,6.09,21.45,0.422,5970.8,3.3,541.9
A00129,40,F,69.2,41.2,54,68,tempo,84,132,138,16.3,25,7.2,69.4,12,0.957,5.15,8.1,0.312,10558.5,0.8,1012.1
A00130,31,M,62.7,49.0,64,80,intervals,32,170,186,4.7,151,6.4,89.3,15,0.914,6.81,36.17,0.288,5384.2,1.6,524.4
A00131,28,M,77.3,45.3,48,63,tempo,42,157,170,8.3,257,6.4,69.0,14,0.924,5.06,18.92,0.289,6405.8,1.6,672.7
A00132,42,F,82.0,41.3,53,63,tempo,78,163,173,11.9,270,8.2,69.6,21,0.942,6.55,13.7,0.253,13281.5,-0.2,1388.7
A00133,30,F,63.4,60.8,55,65,intervals,38,151,169,4.7,249,6.3,70.2,19,0.893,8.09,32.13,0.403,5864.2,1.7,522.6
A00134,21,M,56.4,49.2,47,97,long_run,72,159,172,12.2,82,4.9,72.1,19,0.924,5.9,13.03,0.309,11207.4,3.1,1094.5
A00135,42,F,67.9,64.9,56,96,long_run,102,173,188,11.7,87,4.5,79.9,11,0.92,8.72,14.79,0.375,18307.0,3.5,1877.7
A00136,31,M,61.5,39.6,62,77,intervals,69,165,180,10.6,111,5.4,72.5,16,0.917,6.51,15.57,0.24,11617.2,2.6,1153.0
A00137,29,M,86.7,57.1,52,91,long_run,48,141,154,6.4,276,5.8,82.2,30,0.916,7.5,22.03,0.405,6659.5,2.2,679.9
A00138,44,M,82.5,54.9,45,69,intervals,54,161,169,5.8,122,6.5,60.9,28,0.953,9.31,27.76,0.341,8557.9,1.5,903.3
A00139,36,F,61.8,56.3,50,86,tempo,117,144,155,17.0,224,6.0,88.3,32,0.929,6.88,8.47,0.391,17339.2,2.0,1514.2
A00140,22,F,59.7,44.0,57,80,tempo,117,133,138,16.0,50,7.2,62.8,28,0.964,7.31,8.31,0.331,16197.3,0.8,1260.4
A00141,26,F,84.8,63.0,45,90,intervals,49,135,152,9.2,294,7.0,65.7,11,0.888,5.33,14.67,0.467,6346.8,1.0,586.9
A00142,39,M,76.5,40.9,60,96,tempo,114,156,168,22.1,226,4.6,97.6,23,0.929,5.16,7.06,0.262,18519.4,3.4,1783.2
A00143,38,M,68.3,58.7,53,60,intervals,53,139,146,10.2,229,8.8,46.0,14,0.952,5.2,13.63,0.422,7247.3,-0.8,674.4
A00144,37,F,78.1,64.2,54,93,long_run,103,151,157,19.8,194,8.1,95.2,31,0.962,5.2,7.63,0.425,15335.3,-0.1,1609.6
A00145,20,M,78.2,55.5,59,93,intervals,97,168,180,15.1,132,8.1,91.9,26,0.933,6.42,11.13,0.33,16533.1,-0.1,1667.6
A00146,23,M,60.6,63.5,63,85,long_run,52,175,185,7.1,291,6.0,82.7,16,0.946,7.32,24.65,0.363,8688.0,2.0,854.1
A00147,44,M,75.3,51.7,52,88,intervals,66,134,152,10.9,4,6.7,79.7,12,0.882,6.06,12.29,0.386,9183.8,1.3,840.4
A00148,33,M,83.7,54.9,58,94,intervals,91,148,156,17.8,0,8.5,67.5,28,0.949,5.11,8.31,0.371,14086.0,-0.5,1366.6
A00149,38,M,66.5,49.8,54,73,intervals,40,140,159,7.7,176,5.6,55.8,18,0.881,5.19,18.18,0.356,5726.5,2.4,493.5
A00150,34,M,87.8,40.2,58,72,long_run,60,134,141,8.1,168,8.5,82.4,20,0.95,7.41,16.54,0.3,8326.1,-0.5,747.6
A00151,34,F,76.6,40.7,47,87,intervals,110,175,190,14.0,281,6.4,91.6,28,0.921,7.86,12.5,0.233,20020.6,1.6,2005.4
A00152,44,F,73.0,44.1,52,98,intervals,54,156,163,6.0,160,6.4,92.1,15,0.957,9.0,26.0,0.283,8207.1,1.6,896.2
A00153,20,M,84.0,56.5,51,92,intervals,58,163,175,7.9,276,9.0,100.4,14,0.931,7.34,20.63,0.347,9259.1,-1.0,992.2
A00154,26,F,63.4,51.2,57,86,intervals,79,171,180,9.8,117,8.9,84.0,20,0.95,8.06,17.45,0.299,13003.1,-0.9,1297.9
A00155,42,M,75.7,51.8,59,88,long_run,63,139,147,12.2,100,4.8,68.3,23,0.946,5.16,11.39,0.373,8475.6,3.2,838.0
A00156,27,M,69.7,58.8,60,79,tempo,118,136,149,13.9,15,6.2,62.6,29,0.913,8.49,9.78,0.432,16215.3,1.8,1349.1
A00157,39,M,71.4,57.5,54,99,long_run,67,143,150,9.8,53,5.6,72.6,23,0.953,6.84,14.59,0.402,9524.4,2.4,871.1
A00158,23,F,76.5,53.4,57,61,long_run,63,144,158,11.8,216,4.5,62.0,20,0.911,5.34,12.2,0.371,8675.4,3.5,865.5
A00159,24,F,83.7,53.2,55,92,long_run,53,179,189,5.3,127,4.6,90.1,23,0.947,10.0,33.77,0.297,9866.4,3.4,1048.0
A00160,37,F,80.5,45.5,57,79,intervals,50,133,150,6.5,204,8.8,84.2,17,0.887,7.69,20.46,0.342,6581.3,-0.8,624.9
A00161,21,M,62.3,60.5,54,67,tempo,69,175,183,8.9,169,4.7,53.7,12,0.956,7.75,19.66,0.346,11797.9,3.3,1137.8
A00162,28,M,89.7,49.2,58,95,tempo,31,145,157,3.6,209,6.7,80.2,30,0.924,8.61,40.28,0.339,4635.1,1.3,440.5
A00163,35,F,81.4,64.2,54,95,long_run,53,162,171,6.0,10,6.9,89.0,15,0.947,8.83,27.0,0.396,8449.7,1.1,916.3
A00164,22,F,70.8,45.7,61,83,long_run,30,134,143,4.8,212,7.2,61.7,11,0.937,6.25,27.92,0.341,4124.1,0.8,351.8
A00165,23,F,87.7,46.3,50,70,intervals,76,150,155,9.4,268,5.7,65.7,24,0.968,8.09,15.96,0.309,11299.7,2.3,1131.8
A00166,31,M,86.4,42.8,57,64,intervals,81,142,147,15.7,0,7.9,59.6,11,0.966,5.16,9.04,0.301,11681.5,0.1,1100.6
A00167,23,F,86.2,53.6,48,99,long_run,109,144,162,12.8,10,7.1,71.9,18,0.889,8.52,11.25,0.372,16452.8,0.9,1480.3
A00168,21,F,73.2,41.3,55,90,long_run,90,151,169,11.9,159,8.8,100.8,33,0.893,7.56,12.69,0.274,12980.0,-0.8,1312.7
A00169,33,F,70.1,63.0,46,78,intervals,74,173,186,9.4,108,6.7,59.1,33,0.93,7.87,18.4,0.364,12569.6,1.3,1265.6
A00170,36,F,55.5,50.0,57,87,long_run,85,166,183,11.5,284,9.0,89.0,33,0.907,7.39,14.43,0.301,14068.7,-1.0,1384.9
A00171,42,M,62.4,64.4,47,76,long_run,79,139,149,15.3,23,5.1,54.8,13,0.933,5.16,9.08,0.463,11005.1,2.9,1017.3
A00172,38,M,71.4,59.0,54,94,tempo,98,144,152,11.7,256,6.0,106.2,29,0.947,8.38,12.31,0.41,13438.9,2.0,1311.9
A00173,42,M,78.7,53.2,61,86,long_run,59,132,148,10.3,111,7.5,96.8,18,0.892,5.73,12.82,0.403,7636.3,0.5,735.6
A00174,33,F,61.1,39.7,53,85,long_run,78,171,188,11.2,148,5.8,64.4,19,0.91,6.96,15.27,0.232,13654.5,2.2,1269.8
A00175,35,M,66.4,38.8,55,67,long_run,114,135,149,14.8,51,6.2,62.4,22,0.906,7.7,9.12,0.287,15877.0,1.8,1325.1
A00176,38,M,56.4,47.6,48,95,tempo,86,144,153,15.0,134,6.6,95.5,19,0.941,5.73,9.6,0.331,12626.5,1.4,1161.7
A00177,28,M,60.8,57.9,53,96,intervals,78,177,193,13.8,118,7.1,102.8,19,0.917,5.65,12.83,0.327,13521.1,0.9,1441.3
A00178,26,M,83.0,49.7,57,76,intervals,65,148,156,10.2,218,5.2,73.8,33,0.949,6.37,14.51,0.336,9550.6,2.8,900.3
A00179,37,F,62.8,56.3,46,70,tempo,117,174,183,17.9,170,7.5,62.0,21,0.951,6.54,9.72,0.324,19755.8,0.5,2003.2
A00180,28,F,83.2,45.1,52,82,long_run,30,140,155,3.4,16,8.6,58.9,26,0.903,8.82,41.18,0.322,4287.7,-0.6,379.2
