athlete_id,age,sex,weight_kg,vo2_max,resting_hr,baseline_hrv,session_type,duration_min,avg_hr,max_hr,distance_km,elevation_gain_m,sleep_hrs_prior,hrv_today,temp_c,percent_hr_max,pace_min_per_km,hr_efficiency,vo2_hr_ratio,depletion_factor,sleep_debt,calories_burned
A019,36,F,59.0,61.2,55,98,tempo,115,178,183,18.5,197,6.7,75.9,11,0.973,6.22,9.62,0.344,20806.1,1.3,2034.8
A020,29,F,85.2,50.4,51,81,tempo,105,153,172,15.9,58,8.9,85.6,26,0.89,6.6,9.62,0.329,15585.2,-0.9,1572.7
A021,39,F,66.6,58.4,59,99,intervals,114,144,154,13.2,269,8.8,94.3,26,0.935,8.64,10.91,0.406,15639.8,-0.8,1481.9
A022,22,F,64.9,48.5,47,65,intervals,68,152,165,9.5,196,5.4,51.0,17,0.921,7.16,16.0,0.319,10116.0,2.6,972.6
A023,23,M,77.2,59.5,59,74,tempo,77,175,187,11.7,267,5.9,80.3,12,0.936,6.58,14.96,0.34,14010.2,2.1,1339.8
A024,25,M,75.9,38.9,52,96,intervals,61,177,192,8.0,245,8.5,101.9,23,0.922,7.62,22.12,0.22,10602.3,-0.5,1172.9
A025,32,M,59.3,57.6,46,63,intervals,57,167,181,8.1,246,7.6,46.7,13,0.923,7.04,20.62,0.345,9727.8,0.4,969.7
A026,24,M,61.6,61.2,64,97,tempo,79,135,142,13.9,212,8.2,106.3,25,0.951,5.68,9.71,0.453,10891.1,-0.2,919.5
A027,20,M,69.7,62.4,63,77,long_run,87,140,153,12.5,149,8.3,70.2,24,0.915,6.96,11.2,0.446,11880.3,-0.3,1013.1
A028,35,F,66.4,56.5,59,98,intervals,99,138,146,12.1,246,4.8,83.6,34,0.945,8.18,11.4,0.409,13273.4,3.2,1218.5
A029,40,M,81.7,49.0,64,73,long_run,105,146,157,19.0,251,8.5,72.5,15,0.93,5.53,7.68,0.336,15591.7,-0.5,1548.3
A030,21,F,68.3,44.1,52,94,long_run,48,159,178,5.3,83,4.7,97.1,15,0.893,9.06,30.0,0.277,7464.1,3.3,749.0
A031,38,F,86.9,58.4,53,87,intervals,113,174,185,18.3,72,7.3,81.8,28,0.941,6.17,9.51,0.336,20394.9,0.7,2067.0
A032,25,M,73.9,40.6,53,92,long_run,81,154,172,12.9,226,5.8,95.2,13,0.895,6.28,11.94,0.264,11930.7,2.2,1241.5
A033,21,M,66.6,47.2,60,88,tempo,91,178,196,13.0,266,8.4,82.2,14,0.908,7.0,13.69,0.265,15796.8,-0.4,1578.8
A034,31,M,80.8,52.2,53,63,long_run,64,146,152,12.0,64,7.6,46.4,31,0.961,5.33,12.17,0.358,9282.9,0.4,932.4
A035,28,M,86.2,50.0,52,80,intervals,80,167,175,14.3,178,6.8,59.8,31,0.954,5.59,11.68,0.299,13743.1,1.2,1462.5
A036,31,F,64.5,50.8,53,60,tempo,101,152,162,10.8,152,6.1,54.8,17,0.938,9.35,14.07,0.334,14951.1,1.9,1441.0
A037,44,M,71.6,54.8,58,94,long_run,77,174,182,9.3,140,4.5,66.1,17,0.956,8.28,18.71,0.315,12777.3,3.5,1375.5
A038,26,M,70.3,43.9,54,68,intervals,117,166,171,18.9,276,8.5,65.2,16,0.971,6.19,8.78,0.264,19409.5,-0.5,1964.3
A039,38,M,59.6,45.4,45,99,long_run,48,141,153,9.2,108,5.9,106.0,16,0.922,5.22,15.33,0.322,7075.3,2.1,625.9
A040,44,M,55.1,57.4,59,82,intervals,78,176,184,13.2,160,7.5,60.8,24,0.957,5.91,13.33,0.326,13616.7,0.5,1448.0
A041,20,F,57.8,47.6,51,61,tempo,92,158,171,15.1,265,7.4,67.8,34,0.924,6.09,10.46,0.301,14033.5,0.6,1278.4
A042,25,M,80.9,52.3,47,75,intervals,69,131,136,11.7,267,6.5,55.3,24,0.963,5.9,11.2,0.399,8626.6,1.5,772.5
A043,36,M,67.0,57.7,50,87,long_run,50,172,178,7.0,72,8.4,84.0,21,0.966,7.14,24.57,0.335,8856.6,-0.4,912.8
A044,31,M,81.6,40.7,55,91,tempo,86,165,181,14.5,166,5.3,81.3,13,0.912,5.93,11.38,0.247,13544.0,2.7,1507.6
A045,34,F,66.9,52.0,62,87,intervals,64,172,191,6.9,125,5.9,87.4,14,0.901,9.28,24.93,0.302,11042.2,2.1,1163.9
A046,43,F,74.6,40.8,61,64,tempo,59,153,168,9.0,44,4.7,45.7,19,0.911,6.56,17.0,0.267,8932.6,3.3,898.6
A047,34,M,65.1,62.3,49,96,long_run,64,152,162,10.3,200,4.9,93.4,29,0.938,6.21,14.76,0.41,9271.7,3.1,970.6
A048,41,F,89.3,50.9,57,93,intervals,115,152,159,15.6,108,5.3,86.3,21,0.956,7.37,9.74,0.335,17016.8,2.7,1897.4
A049,23,M,60.8,53.7,47,72,tempo,40,165,172,7.1,98,7.3,68.8,28,0.959,5.63,23.24,0.325,6402.9,0.7,621.8
A050,24,M,79.9,62.5,46,70,tempo,83,174,193,15.5,148,8.1,52.9,26,0.902,5.35,11.23,0.359,14703.0,-0.1,1490.9
A051,31,F,60.2,50.5,60,91,intervals,99,165,175,15.1,215,6.2,84.6,34,0.943,6.56,10.93,0.306,16110.0,1.8,1626.5
A052,40,F,71.0,50.0,59,63,long_run,36,174,181,4.3,115,6.5,68.1,17,0.961,8.37,40.47,0.287,5989.9,1.5,686.7
A053,24,M,89.0,44.0,60,91,tempo,51,158,168,8.8,53,5.1,76.0,25,0.94,5.8,17.95,0.278,8315.7,2.9,804.5
A054,22,F,73.5,59.4,47,78,intervals,37,155,160,4.0,29,4.7,66.6,14,0.969,9.25,38.75,0.383,5872.9,3.3,526.5
A055,27,F,81.9,55.8,45,95,tempo,64,131,150,7.0,264,4.8,83.9,15,0.873,9.14,18.71,0.426,8221.5,3.2,757.5
A056,33,F,75.2,56.8,57,78,tempo,45,131,143,5.0,161,5.6,71.4,11,0.916,9.0,26.2,0.434,5643.2,2.4,523.6
A057,34,M,63.1,45.6,52,82,intervals,107,156,166,14.1,52,5.5,81.0,30,0.94,7.59,11.06,0.292,15913.6,2.5,1558.3
A058,38,M,81.6,43.1,54,69,intervals,101,149,155,12.5,52,7.0,64.5,22,0.961,8.08,11.92,0.289,15676.2,1.0,1549.3
A059,31,M,60.6,61.8,46,70,tempo,105,178,197,11.6,240,8.0,71.5,31,0.904,9.05,15.34,0.347,19076.8,0.0,1811.9
A060,37,F,55.1,44.7,55,60,tempo,48,138,153,9.0,99,8.5,53.7,26,0.902,5.33,15.33,0.324,6542.7,-0.5,603.2
A061,38,M,59.1,39.1,45,86,long_run,118,139,158,13.8,234,5.3,71.0,20,0.88,8.55,10.07,0.281,17141.4,2.7,1496.6
A062,28,M,71.6,55.1,49,76,tempo,77,168,184,14.4,145,8.0,53.3,16,0.913,5.35,11.67,0.328,13282.1,0.0,1291.6
A063,32,F,84.8,43.7,53,97,long_run,104,151,156,18.7,172,5.8,73.9,16,0.968,5.56,8.07,0.289,15116.2,2.2,1615.3
A064,25,F,56.8,56.4,45,95,tempo,50,172,179,8.3,48,8.0,89.7,24,0.961,6.02,20.72,0.328,8888.5,0.0,793.1
A065,24,F,66.8,38.5,48,73,long_run,39,164,177,6.8,101,8.6,59.9,20,0.927,5.74,24.12,0.235,6637.5,-0.6,591.4
A066,25,M,65.9,58.9,59,76,intervals,87,141,156,13.7,169,6.2,65.8,14,0.904,6.35,10.29,0.418,11979.4,1.8,1029.2
A067,40,M,82.1,52.0,64,71,intervals,45,145,160,7.5,134,7.5,67.2,17,0.906,6.0,19.33,0.359,6709.8,0.5,672.0
A068,27,M,68.9,46.2,47,88,intervals,58,163,169,8.6,78,7.5,84.7,17,0.964,6.74,18.95,0.283,9872.6,0.5,953.6
A069,39,F,77.6,53.2,53,76,long_run,88,155,171,14.3,25,8.0,73.0,20,0.906,6.15,10.84,0.343,14297.0,0.0,1391.6
A070,23,M,60.7,55.4,45,97,tempo,117,176,195,20.0,241,5.2,68.2,29,0.903,5.85,8.8,0.315,20036.5,2.8,1939.0
A071,20,F,65.6,58.5,58,64,tempo,35,167,185,6.3,209,7.0,57.3,12,0.903,5.56,26.51,0.35,5649.6,1.0,560.2
A072,31,M,56.7,60.8,60,70,long_run,106,179,194,14.8,69,5.4,79.0,25,0.923,7.16,12.09,0.34,18796.9,2.6,1995.7
A073,44,F,64.1,49.8,63,82,intervals,84,167,177,8.5,259,7.8,70.5,26,0.944,9.88,19.65,0.298,14673.5,0.2,1446.2
A074,21,F,81.5,42.4,52,89,tempo,94,172,183,16.7,83,8.0,82.3,18,0.94,5.63,10.3,0.247,16710.3,0.0,1706.5
A075,29,M,77.2,44.0,52,61,long_run,84,137,152,10.5,154,6.3,67.3,22,0.901,8.0,13.05,0.321,11069.0,1.7,1032.4
A076,43,M,87.2,64.8,51,62,long_run,113,149,158,11.7,98,6.5,51.1,26,0.943,9.66,12.74,0.435,17321.1,1.5,1709.6
A077,39,M,67.6,55.7,62,60,intervals,87,155,172,17.2,265,5.5,43.1,10,0.901,5.06,9.01,0.359,13047.0,2.5,1379.5
A078,32,M,88.3,53.7,55,80,intervals,105,155,162,13.5,187,8.5,90.1,17,0.957,7.78,11.48,0.346,16113.8,-0.5,1717.9
A079,42,F,86.1,52.7,57,88,tempo,37,170,177,5.9,45,4.8,64.3,24,0.96,6.27,28.81,0.31,6528.7,3.2,684.8
A080,34,F,83.9,39.3,48,93,long_run,53,153,167,9.7,289,6.6,67.0,29,0.916,5.46,15.77,0.257,8048.4,1.4,784.9
A081,40,F,73.6,53.9,50,96,long_run,86,139,151,10.5,84,6.5,105.3,31,0.921,8.19,13.24,0.388,12228.2,1.5,1189.7
A082,25,M,78.2,58.0,49,72,intervals,116,179,197,15.4,24,5.7,54.5,25,0.909,7.53,11.62,0.324,21598.6,2.3,2240.9
A083,26,F,81.4,48.6,52,75,intervals,88,160,174,15.0,161,6.8,61.6,19,0.92,5.87,10.67,0.304,14054.5,1.2,1395.4
A084,35,F,77.1,41.5,49,97,tempo,94,154,161,12.9,87,7.6,99.1,15,0.957,7.29,11.94,0.269,15085.4,0.4,1476.1
A085,26,M,85.2,45.4,53,88,intervals,102,142,152,13.6,244,5.0,91.9,25,0.934,7.5,10.44,0.32,14573.9,3.0,1443.4
A086,20,M,68.3,42.4,48,77,tempo,112,172,180,12.6,77,7.3,83.1,32,0.956,8.89,13.65,0.247,18753.5,0.7,1940.3
A087,38,F,74.1,64.1,63,60,tempo,98,156,166,11.0,239,7.0,52.7,20,0.94,8.91,14.18,0.411,15846.5,1.0,1486.6
A088,23,F,65.2,61.5,63,96,intervals,101,136,154,16.4,113,8.6,67.7,25,0.883,6.16,8.29,0.452,13272.8,-0.6,1129.6
A089,31,F,68.7,43.2,56,76,tempo,35,162,171,6.1,68,5.6,65.4,27,0.947,5.74,26.56,0.267,5631.9,2.4,571.0
A090,24,M,57.0,48.1,48,92,tempo,42,149,159,7.3,214,8.0,96.9,33,0.937,5.75,20.41,0.323,6564.9,0.0,543.2
A091,29,M,89.3,39.8,54,76,long_run,95,135,149,10.6,168,5.4,73.1,26,0.906,8.96,12.74,0.295,12628.2,2.6,1206.3
A092,22,F,73.1,58.0,46,83,intervals,103,167,177,11.8,294,4.8,93.6,18,0.944,8.73,14.15,0.347,16499.3,3.2,1721.2
A093,39,M,77.7,45.2,46,81,long_run,96,135,154,15.0,72,7.5,78.0,13,0.877,6.4,9.0,0.335,12635.4,0.5,1164.0
A094,23,M,59.1,50.1,59,81,tempo,80,177,186,9.6,277,6.2,58.5,10,0.952,8.33,18.44,0.283,13473.8,1.8,1406.6
A095,36,M,70.8,63.9,48,68,tempo,75,171,181,14.8,144,4.5,60.9,12,0.945,5.07,11.55,0.374,13325.2,3.5,1273.5
A096,44,F,85.1,60.1,53,86,long_run,55,148,160,6.8,42,7.5,87.3,22,0.925,8.09,21.76,0.406,7807.4,0.5,816.9
A097,42,M,80.9,38.4,45,64,tempo,72,177,183,7.7,60,7.8,62.3,20,0.967,9.35,22.99,0.217,12864.8,0.2,1378.2
A098,42,F,86.0,48.3,48,72,tempo,75,132,146,11.4,90,5.8,75.4,26,0.904,6.58,11.58,0.366,10316.6,2.2,971.6
A099,44,M,64.4,47.9,49,68,tempo,111,150,156,18.1,122,6.4,61.1,20,0.962,6.13,8.29,0.319,17376.4,1.6,1553.2
A100,21,M,65.2,50.0,57,63,intervals,115,136,153,16.9,87,5.8,64.3,15,0.889,6.8,8.05,0.368,15882.7,2.2,1285.1
A101,25,M,60.6,39.9,54,87,intervals,50,179,190,8.6,83,5.0,72.2,13,0.942,5.81,20.81,0.223,9330.0,3.0,890.3
A102,29,M,63.9,58.0,64,83,long_run,54,174,185,6.6,54,6.0,71.3,19,0.941,8.18,26.36,0.333,9181.3,2.0,919.8
A103,36,M,86.6,40.1,57,94,long_run,68,151,164,12.6,86,6.1,85.3,34,0.921,5.4,11.98,0.266,9768.2,1.9,1029.2
A104,34,M,69.4,57.5,64,82,tempo,74,146,157,7.4,133,5.8,77.4,26,0.93,10.0,19.73,0.394,10711.3,2.2,1043.7
A105,38,F,59.3,55.1,63,95,intervals,63,138,152,10.1,205,4.8,83.2,28,0.908,6.24,13.66,0.399,8551.1,3.2,793.6
A106,43,F,89.5,49.2,45,92,tempo,48,132,146,6.8,140,7.1,65.3,24,0.904,7.06,19.41,0.373,6092.3,0.9,633.6
A107,26,F,89.3,51.8,57,64,long_run,55,178,185,6.6,102,8.0,62.4,20,0.962,8.33,26.97,0.291,9368.1,0.0,1051.5
A108,34,M,77.0,56.6,60,84,long_run,83,157,170,12.7,92,8.4,66.5,21,0.924,6.54,12.36,0.361,12814.2,-0.4,1349.9
A109,33,M,61.4,61.1,57,74,tempo,32,140,149,4.5,56,8.6,58.6,17,0.94,7.11,31.11,0.436,4649.1,-0.6,394.0
A110,44,F,88.9,39.8,61,77,long_run,95,142,159,18.9,19,7.0,65.0,28,0.893,5.03,7.51,0.28,12909.9,1.0,1417.7
A111,27,M,79.7,48.1,64,70,long_run,59,172,178,9.8,48,4.5,74.3,33,0.966,6.02,17.55,0.28,10197.1,3.5,1007.8
A112,27,M,75.4,59.1,57,98,long_run,87,146,153,14.5,191,6.2,97.8,15,0.954,6.0,10.07,0.405,13019.5,1.8,1243.4
A113,42,M,75.9,55.7,48,96,intervals,115,171,187,17.0,268,5.7,75.9,34,0.914,6.76,10.06,0.326,19156.7,2.3,2038.6
A114,31,F,72.7,43.1,61,85,tempo,31,179,195,4.5,278,8.8,76.0,15,0.918,6.89,39.78,0.241,5567.5,-0.8,589.9
A115,22,F,62.9,52.3,58,72,intervals,56,165,176,7.1,206,8.9,75.9,14,0.938,7.89,23.24,0.317,9469.0,-0.9,851.8
A116,27,M,71.2,45.1,47,74,tempo,34,175,181,6.1,216,8.5,62.6,16,0.967,5.57,28.69,0.258,6245.2,-0.5,628.6
A117,21,F,63.7,53.6,50,86,long_run,49,141,156,9.5,90,8.4,98.8,12,0.904,5.16,14.84,0.38,6958.2,-0.4,582.8
A118,32,M,88.6,62.1,63,70,intervals,59,177,186,7.3,165,7.9,68.6,13,0.952,8.08,24.25,0.351,9961.5,0.1,1175.5
A119,30,F,74.7,54.9,54,78,intervals,54,133,150,8.8,18,7.5,59.5,34,0.887,6.14,15.11,0.413,6987.3,0.5,647.8
A120,43,M,87.5,47.2,49,64,long_run,80,150,166,12.0,245,6.6,71.9,23,0.904,6.67,12.5,0.315,11464.0,1.4,1248.7
A121,37,M,78.7,48.1,55,80,tempo,73,134,145,12.3,181,7.0,82.9,16,0.924,5.93,10.89,0.359,9879.1,1.0,887.5
A122,31,F,70.9,56.0,58,73,intervals,79,149,155,14.1,58,6.5,66.0,29,0.961,5.6,10.57,0.376,12313.5,1.5,1122.8
A123,43,F,69.1,42.1,49,97,tempo,95,165,175,15.0,298,7.7,70.8,26,0.943,6.33,11.0,0.255,15842.5,0.3,1683.2
A124,35,F,78.1,43.7,57,86,intervals,82,152,164,15.5,72,5.4,68.6,26,0.927,5.29,9.81,0.288,12616.8,2.6,1301.1
A125,27,M,84.7,39.7,64,98,tempo,82,141,146,13.7,297,5.9,92.9,11,0.966,5.99,10.29,0.282,11066.0,2.1,1068.5
A126,21,M,71.4,45.3,54,91,tempo,81,144,153,12.4,292,5.2,68.4,21,0.941,6.53,11.61,0.315,11405.5,2.8,1080.2
A127,33,F,65.5,44.3,54,98,long_run,57,178,186,9.5,35,5.3,108.2,27,0.957,6.0,18.74,0.249,9986.3,2.7,1085.6
A128,43,M,58.5,60.4,55,87,tempo,75,161,179,8.5,265,5.9,61.0,32,0.899,8.82,18.94,0.375,11570.6,2.1,1192.2
A129,29,M,80.0,45.6,46,68,intervals,51,142,155,8.0,105,4.7,51.5,22,0.916,6.38,17.75,0.321,7596.5,3.3,712.3
A130,39,F,61.8,51.2,60,68,intervals,92,141,157,15.5,248,8.1,51.4,16,0.898,5.94,9.1,0.363,12912.3,-0.1,1218.8
A131,27,M,86.1,60.1,50,78,intervals,106,155,173,17.4,131,8.7,80.6,15,0.896,6.09,8.91,0.388,15824.8,-0.7,1711.9
A132,40,F,84.9,51.3,46,75,tempo,51,161,178,8.0,246,5.1,65.1,12,0.904,6.38,20.12,0.319,8571.4,2.9,904.9
A133,31,M,80.5,53.5,49,84,intervals,70,160,178,10.6,83,7.2,87.2,22,0.899,6.6,15.09,0.334,11615.1,0.8,1172.7
A134,39,F,81.3,42.1,45,60,long_run,44,142,147,5.7,218,8.8,58.5,24,0.966,7.72,24.91,0.296,6503.2,-0.8,613.4
A135,36,F,81.6,42.2,46,77,tempo,46,159,170,8.9,220,8.2,59.8,30,0.935,5.17,17.87,0.265,7506.3,-0.2,721.0
A136,36,F,62.9,56.1,64,69,tempo,82,152,160,10.5,136,9.0,73.0,20,0.95,7.81,14.48,0.369,12400.5,-1.0,1155.8
A137,34,F,80.4,41.0,52,67,tempo,56,141,146,9.0,41,4.7,64.0,26,0.966,6.22,15.67,0.291,7667.6,3.3,763.2
A138,40,M,84.2,63.0,62,97,long_run,66,174,181,10.1,232,5.6,83.0,26,0.961,6.53,17.23,0.362,11291.3,2.4,1228.0
A139,27,M,77.3,54.1,50,78,long_run,85,167,183,15.7,118,8.5,80.5,26,0.913,5.41,10.64,0.324,13885.0,-0.5,1510.9
A140,39,F,80.1,57.1,58,78,long_run,87,164,182,9.4,283,4.9,89.4,10,0.901,9.26,17.45,0.348,14889.3,3.1,1453.3
A141,35,F,87.5,39.7,53,75,long_run,85,141,160,9.8,141,6.5,69.4,33,0.881,8.67,14.39,0.282,11950.2,1.5,1203.9
A142,39,F,64.6,42.8,49,62,long_run,87,156,161,8.8,104,5.6,63.4,32,0.969,9.89,17.73,0.274,14094.0,2.4,1384.1
A143,42,F,66.0,56.7,45,84,tempo,95,159,166,12.8,115,5.3,77.2,29,0.958,7.42,12.42,0.357,14784.7,2.7,1515.8
A144,33,F,80.7,55.1,49,65,intervals,76,152,160,12.0,148,7.0,64.7,12,0.95,6.33,12.67,0.362,11449.0,1.0,1160.4
A145,39,M,57.9,44.9,49,96,intervals,85,174,184,10.3,72,7.2,99.1,28,0.946,8.25,16.89,0.258,15024.7,0.8,1509.4
A146,31,M,61.0,53.3,53,98,intervals,87,150,162,11.7,246,4.7,99.1,32,0.926,7.44,12.82,0.355,12682.3,3.3,1263.3
A147,20,M,59.8,56.6,54,80,tempo,108,146,156,16.0,207,8.1,67.8,22,0.936,6.75,9.12,0.388,15113.1,-0.1,1361.9
A148,33,M,84.4,44.0,59,67,long_run,90,144,154,15.9,268,5.7,53.1,15,0.935,5.66,9.06,0.306,13192.2,2.3,1219.2
A149,42,M,76.1,63.3,64,65,tempo,99,179,185,13.2,248,8.3,52.1,21,0.968,7.5,13.56,0.354,17041.1,-0.3,1948.6
A150,30,M,78.2,40.1,63,79,intervals,64,161,175,11.7,144,5.6,59.1,13,0.92,5.47,13.76,0.249,10214.5,2.4,1059.6
A151,33,M,57.5,48.7,48,99,long_run,88,145,161,16.8,283,7.7,73.6,17,0.901,5.24,8.63,0.336,12763.1,0.3,1172.2
A152,28,M,62.7,61.9,56,98,tempo,86,145,152,9.4,229,4.7,103.0,16,0.954,9.15,15.43,0.427,12758.7,3.3,1156.5
A153,32,M,84.2,52.6,58,63,long_run,52,135,149,9.6,95,5.9,60.3,25,0.906,5.42,14.06,0.39,7289.8,2.1,666.0
A154,29,M,79.9,56.8,48,76,tempo,70,148,157,13.0,290,5.1,66.3,32,0.943,5.38,11.38,0.384,10117.5,2.9,1053.2
A155,22,M,76.1,55.8,45,77,long_run,102,152,166,16.6,174,5.9,72.8,34,0.916,6.14,9.16,0.367,14977.2,2.1,1423.2
A156,35,M,81.5,62.2,58,89,tempo,70,154,172,8.1,47,4.8,71.7,30,0.895,8.64,19.01,0.404,11141.1,3.2,1144.8
A157,42,M,63.1,61.4,56,77,tempo,83,140,145,8.4,186,8.8,81.0,20,0.966,9.88,16.67,0.439,11395.1,-0.8,1026.6
A158,31,F,68.9,64.3,46,85,intervals,88,156,171,13.8,71,5.1,79.1,17,0.912,6.38,11.3,0.412,13169.5,2.9,1318.9
A159,30,M,62.8,46.6,48,80,tempo,37,134,148,4.1,283,6.0,87.3,32,0.905,9.02,32.68,0.348,4814.8,2.0,435.0
A160,32,F,72.2,49.9,47,74,long_run,76,175,183,8.8,105,8.1,77.1,29,0.956,8.64,19.89,0.285,13363.1,-0.1,1415.0
A161,23,F,69.3,56.4,49,95,intervals,59,174,181,10.0,140,7.4,77.6,31,0.961,5.9,17.4,0.324,10099.0,0.6,1011.4
A162,28,M,58.9,55.5,64,74,tempo,86,149,162,13.3,49,4.7,73.7,20,0.92,6.47,11.2,0.372,12635.2,3.3,1176.3
A163,31,F,56.1,50.0,51,63,long_run,48,171,189,6.5,162,6.8,62.2,30,0.905,7.38,26.31,0.292,8428.0,1.2,800.0
A164,29,F,76.7,56.0,60,75,long_run,75,168,177,10.7,87,5.1,55.9,16,0.949,7.01,15.7,0.333,11990.4,2.9,1331.6
A165,36,M,72.2,43.3,59,87,intervals,82,171,182,10.3,279,5.1,99.2,20,0.94,7.96,16.6,0.253,14672.4,2.9,1404.9
A166,22,F,86.1,63.5,61,75,long_run,31,159,167,4.0,280,6.6,84.3,10,0.952,7.75,39.75,0.399,4990.8,1.4,506.9
A167,29,M,57.1,41.5,64,86,tempo,70,145,151,8.3,88,6.4,65.1,18,0.96,8.43,17.47,0.286,10274.6,1.6,924.0
A168,35,F,71.9,59.0,63,95,tempo,53,156,162,8.8,77,4.7,104.6,29,0.963,6.02,17.73,0.378,8320.8,3.3,819.3
A169,29,F,58.1,54.2,58,93,long_run,87,141,151,9.9,35,5.8,87.1,25,0.934,8.79,14.24,0.384,12873.5,2.2,1077.1
A170,20,M,78.8,63.5,47,82,tempo,45,134,142,6.0,242,6.5,59.0,21,0.944,7.5,22.33,0.474,5923.6,1.5,537.3
A171,33,M,67.0,41.6,56,76,intervals,70,176,192,11.5,108,6.3,78.1,23,0.917,6.09,15.3,0.236,11849.6,1.7,1206.6
A172,22,M,74.4,42.0,52,72,tempo,113,164,173,17.1,94,7.5,82.4,34,0.948,6.61,9.59,0.256,18328.0,0.5,1822.0
A173,31,M,57.8,60.4,55,88,intervals,83,155,162,15.7,192,6.0,73.7,26,0.957,5.29,9.87,0.39,12850.9,2.0,1242.0
A174,27,M,79.3,47.8,47,64,intervals,105,149,166,13.2,166,6.7,65.8,22,0.898,7.95,11.29,0.321,16083.6,1.3,1534.9
A175,44,F,65.8,51.3,57,81,tempo,72,148,160,8.1,297,5.0,74.1,20,0.925,8.89,18.27,0.347,10419.3,3.0,1064.6
A176,43,M,84.1,64.3,59,90,tempo,84,143,158,13.8,10,6.9,74.0,15,0.905,6.09,10.36,0.45,11714.5,1.1,1191.6
A177,29,F,86.4,59.9,64,66,tempo,40,168,185,8.0,153,7.0,56.9,30,0.908,5.0,21.0,0.357,6740.0,1.0,723.1
A178,35,M,89.1,60.5,64,63,intervals,104,161,166,17.4,121,6.2,59.7,22,0.97,5.98,9.25,0.376,16108.5,1.8,1786.0
A179,34,M,68.2,39.7,63,92,intervals,65,143,161,6.9,272,6.5,79.1,22,0.888,9.42,20.72,0.278,8937.3,1.5,895.9
A180,38,F,68.6,55.8,64,97,long_run,93,152,165,18.0,277,8.8,74.5,19,0.921,5.17,8.44,0.367,13800.2,-0.8,1383.9
A181,37,F,85.4,46.0,56,93,long_run,33,146,154,4.0,217,4.7,80.3,12,0.948,8.25,36.5,0.315,4633.2,3.3,472.8
A182,23,F,73.5,56.3,58,77,intervals,57,158,165,6.6,186,7.2,56.7,25,0.958,8.64,23.94,0.356,8843.1,0.8,867.0
A183,28,F,62.0,46.5,46,71,long_run,65,147,161,8.3,252,6.0,81.3,22,0.913,7.83,17.71,0.316,9453.8,2.0,873.0
