athlete_id,age,sex,weight_kg,vo2_max,resting_hr,baseline_hrv,session_type,duration_min,avg_hr,max_hr,distance_km,elevation_gain_m,sleep_hrs_prior,hrv_today,temp_c,percent_hr_max,pace_min_per_km,hr_efficiency,vo2_hr_ratio,depletion_factor,sleep_debt,calories_burned
R000033,43,M,71.8,64.6,55,80,race,165,168,180,42.2,178,4.0,50.4,26,0.933,4.16,8.26,0.385,31516.9,4.0,3082.4
R000034,42,M,81.5,49.4,49,73,race,249,145,157,42.2,242,6.4,61.8,17,0.924,5.73,3.09,0.341,36225.1,1.6,3814.7
R000035,43,F,84.1,47.7,45,64,race,196,162,173,42.2,124,4.7,41.9,11,0.936,4.92,6.96,0.294,33620.2,3.3,3544.9
R000036,23,F,74.2,51.3,59,89,race,245,158,168,42.2,133,5.6,88.3,11,0.94,5.8,6.34,0.325,40618.9,2.4,3983.4
R000037,37,M,57.7,43.2,51,75,race,234,156,173,42.2,181,5.2,71.9,12,0.902,5.36,5.63,0.277,39800.0,2.8,3559.8
R000038,42,M,67.1,48.7,50,80,race,209,145,159,42.2,83,4.5,58.6,18,0.912,4.67,4.05,0.336,30724.5,3.5,3046.8
R000039,43,M,72.9,43.9,57,76,race,165,149,162,42.2,96,5.3,60.3,23,0.92,4.06,7.82,0.295,24720.3,2.7,2509.7
R000040,28,M,86.3,52.8,59,77,race,177,146,158,42.2,77,4.1,56.1,16,0.924,4.03,2.65,0.362,26187.8,3.9,2666.0
R000041,38,M,75.8,57.0,47,77,race,250,155,172,42.2,217,5.5,50.1,18,0.901,6.13,6.1,0.368,42281.4,2.5,4004.8
R000042,34,F,76.2,45.9,50,80,race,209,166,179,42.2,128,6.9,56.3,15,0.927,5.11,5.22,0.277,38173.7,1.1,3911.1
R000043,36,M,75.0,47.0,56,64,race,209,163,176,42.2,162,5.9,56.5,23,0.926,5.08,6.14,0.288,34855.8,2.1,3660.2
R000044,32,M,56.8,48.4,54,64,race,290,149,160,42.2,114,4.5,38.5,18,0.931,7.07,3.38,0.325,47070.6,3.5,4111.9
R000045,44,M,67.2,63.2,58,73,race,256,170,185,42.2,109,6.9,47.9,18,0.919,6.03,6.55,0.372,48906.5,1.1,4636.4
R000046,40,M,77.2,62.7,53,84,race,285,153,170,42.2,228,6.2,68.5,24,0.9,6.35,2.61,0.41,47382.2,1.8,4574.1
R000047,36,M,73.6,41.7,52,98,race,273,142,155,42.2,64,7.1,78.2,16,0.916,6.7,6.02,0.294,43293.3,0.9,3731.6
R000048,25,F,80.0,52.3,54,92,race,257,153,166,42.2,64,6.8,60.7,24,0.922,6.54,2.76,0.342,41733.1,1.2,4127.2
R000049,40,M,74.8,57.9,55,64,race,287,154,169,42.2,249,5.5,45.8,20,0.911,6.87,5.21,0.376,47551.9,2.5,4731.3
R000050,36,F,85.5,63.3,48,63,race,272,164,178,42.2,141,5.3,39.5,28,0.921,6.29,5.83,0.386,49535.7,2.7,5162.8
R000051,43,M,70.8,42.8,49,85,race,249,148,165,42.2,192,5.4,52.9,18,0.897,6.12,5.74,0.289,40189.3,2.6,3673.2
R000052,41,M,85.2,63.1,51,77,race,230,159,171,42.2,229,5.5,74.4,26,0.93,5.54,1.71,0.397,40851.4,2.5,3978.7
R000053,39,M,73.0,64.4,53,79,race,257,173,189,42.2,228,4.7,75.8,26,0.915,6.1,5.03,0.372,48228.0,3.3,4725.4
R000054,35,M,70.9,53.1,56,89,race,202,146,156,42.2,180,5.3,63.0,23,0.936,4.67,4.02,0.364,31821.5,2.7,3033.2
R000055,44,F,84.4,61.7,52,60,race,196,164,181,42.2,103,5.2,49.7,28,0.906,4.52,2.44,0.376,32623.5,2.8,3552.0
R000056,35,F,84.9,60.8,48,96,race,281,169,180,42.2,237,6.5,92.6,14,0.939,6.72,2.5,0.36,49923.9,1.5,5199.6
R000057,23,M,75.7,46.7,49,96,race,276,144,163,42.2,135,6.7,62.0,23,0.883,6.63,1.74,0.324,42634.1,1.3,3844.6
R000058,30,F,79.5,50.1,53,81,race,143,156,167,42.2,66,5.4,64.7,21,0.934,3.06,5.8,0.321,22998.7,2.6,2230.1
R000059,42,M,86.5,61.8,52,93,race,151,153,163,42.2,203,5.4,84.5,23,0.939,3.68,3.93,0.404,25193.2,2.6,2481.0
R000060,42,M,65.1,48.9,45,98,race,193,146,162,42.2,118,5.7,69.4,24,0.901,4.67,4.83,0.335,29286.5,2.3,2855.5
R000061,32,M,72.4,54.9,46,68,race,293,145,162,42.2,91,5.6,42.9,27,0.895,7.3,5.7,0.379,44219.3,2.4,4244.4
R000062,40,M,58.2,62.9,57,76,race,213,171,187,42.2,129,7.1,67.9,26,0.914,4.87,5.14,0.368,40022.2,0.9,3942.3
R000063,27,F,63.7,52.2,59,85,race,248,159,169,42.2,200,5.9,67.1,16,0.941,5.77,5.66,0.328,45175.6,2.1,4108.0
R000064,39,M,85.2,61.1,46,98,race,156,157,174,42.2,147,7.1,79.6,21,0.902,3.61,4.1,0.389,26595.0,0.9,2769.8
R000065,25,M,78.2,58.4,45,75,race,247,148,160,42.2,172,7.5,55.5,26,0.925,5.86,3.49,0.395,39996.9,0.5,3778.7
R000066,36,M,81.9,50.4,51,79,race,272,138,148,42.2,207,7.0,70.0,14,0.932,6.39,2.66,0.365,37773.0,1.0,3615.1
R000067,35,M,70.0,49.6,52,63,race,279,151,168,42.2,60,7.2,62.7,16,0.899,6.57,4.91,0.328,45969.5,0.8,4286.3
R000068,31,M,61.2,45.5,45,62,race,259,151,165,42.2,111,7.5,59.5,12,0.915,6.42,3.44,0.301,40425.6,0.5,3707.9
R000069,36,M,75.8,54.5,46,70,race,244,166,184,42.2,244,7.3,66.1,18,0.902,5.7,5.95,0.328,44970.9,0.7,4314.8
R000070,36,F,64.1,58.1,54,77,race,176,159,173,42.2,164,6.9,56.9,11,0.919,4.18,6.83,0.365,30266.6,1.1,2980.7
R000071,22,F,73.2,61.7,56,92,race,198,162,180,42.2,230,6.4,78.0,15,0.9,4.79,5.23,0.381,36701.3,1.6,3273.6
R000072,44,F,59.5,48.4,58,98,race,298,161,174,42.2,61,4.0,70.1,23,0.925,7.38,5.5,0.301,50327.2,4.0,5052.8
R000073,29,M,68.2,40.2,57,94,race,209,163,174,42.2,112,5.4,63.1,14,0.937,5.27,3.97,0.247,35604.9,2.6,3591.7
R000074,43,M,75.4,48.6,54,77,race,189,158,171,42.2,56,4.2,71.5,24,0.924,4.7,8.19,0.308,32050.8,3.8,3320.4
R000075,44,F,60.6,51.7,48,76,race,238,157,170,42.2,81,4.3,66.3,20,0.924,5.87,4.28,0.329,42654.9,3.7,3845.3
R000076,41,F,81.6,51.1,55,60,race,197,146,157,42.2,64,5.7,49.0,23,0.93,4.42,7.35,0.35,29640.8,2.3,2922.4
R000077,29,M,70.9,53.3,51,62,race,232,159,177,42.2,248,4.4,54.2,13,0.898,5.6,1.79,0.335,37777.9,3.6,3848.5
R000078,42,M,75.7,50.8,57,76,race,211,165,176,42.2,144,6.5,65.6,10,0.938,4.81,8.15,0.308,39790.0,1.5,3989.3
R000079,32,F,81.2,43.6,56,91,race,219,170,189,42.2,217,4.0,66.5,11,0.899,5.37,7.07,0.256,37690.8,4.0,4235.4
R000080,43,M,59.6,54.2,58,74,race,245,167,177,42.2,122,4.2,60.4,27,0.944,5.85,6.72,0.325,46654.6,3.8,4537.6
R000081,41,F,76.4,52.1,55,79,race,271,149,161,42.2,176,5.8,70.5,20,0.925,6.69,5.83,0.35,44317.7,2.2,4233.0
R000082,40,F,66.5,51.8,57,67,race,258,169,185,42.2,108,6.3,45.5,12,0.914,6.21,1.01,0.307,45044.5,1.7,4677.8
R000083,36,M,84.4,44.4,49,90,race,163,168,181,42.2,237,4.1,85.2,18,0.928,4.01,8.35,0.264,29383.0,3.9,3174.3
R000084,23,F,69.8,46.9,47,71,race,270,155,166,42.2,148,6.7,54.1,19,0.934,6.67,6.23,0.303,43341.2,1.3,4333.5
R000085,44,M,84.9,52.3,58,73,race,223,146,164,42.2,77,4.9,63.0,10,0.89,5.14,3.52,0.358,37294.3,3.1,3497.2
R000086,32,F,57.6,44.2,54,88,race,149,157,175,42.2,220,7.3,61.7,29,0.897,3.22,3.86,0.282,24724.2,0.7,2336.3
R000087,36,M,73.7,59.5,52,87,race,250,163,176,42.2,163,7.5,56.5,14,0.926,6.39,4.6,0.365,46458.3,0.5,4293.4
R000088,38,M,56.5,43.7,49,83,race,182,142,160,42.2,233,5.8,66.0,21,0.888,4.5,5.06,0.308,27907.3,2.2,2351.5
R000089,34,F,79.7,45.0,51,67,race,224,142,157,42.2,54,7.4,47.0,10,0.904,5.4,4.3,0.317,34755.9,0.6,3328.0
R000090,29,M,56.1,63.3,58,63,race,172,151,163,42.2,239,6.3,63.0,15,0.926,4.24,8.21,0.419,27211.3,1.7,2553.9
R000091,37,M,82.4,54.2,53,70,race,207,141,156,42.2,68,6.8,63.3,18,0.904,4.72,5.92,0.384,30831.7,1.2,2939.6
R000092,28,M,66.5,55.8,54,66,race,282,163,175,42.2,98,5.9,51.3,15,0.931,6.48,0.56,0.342,46470.7,2.1,4760.2
R000093,35,F,76.7,51.6,47,80,race,165,145,159,42.2,203,4.4,52.8,25,0.912,4.37,6.48,0.356,26106.6,3.6,2491.6
R000094,27,F,80.1,63.9,57,80,race,290,162,178,42.2,100,4.2,77.9,28,0.91,6.9,5.6,0.394,47694.7,3.8,4977.0
R000095,37,M,65.0,47.7,59,87,race,174,154,165,42.2,51,5.0,66.6,20,0.933,3.81,3.57,0.31,27982.8,3.0,2803.0
R000096,31,F,88.7,52.1,51,60,race,259,158,177,42.2,186,6.8,51.5,19,0.893,6.19,9.24,0.33,46446.6,1.2,4388.4
R000097,26,F,64.6,60.6,56,98,race,228,160,176,42.2,118,4.6,87.7,11,0.909,5.49,9.73,0.379,37456.5,3.4,3592.8
R000098,24,F,62.2,55.9,53,73,race,216,164,182,42.2,167,5.6,65.0,20,0.901,4.96,8.16,0.341,40691.1,2.4,3428.9
R000099,40,F,80.4,54.5,51,95,race,236,146,161,42.2,218,6.2,73.8,11,0.907,5.39,3.42,0.373,37764.6,1.8,3537.8
R000100,29,F,78.8,45.8,54,62,race,225,150,161,42.2,79,5.2,51.6,13,0.932,5.67,5.39,0.305,38618.4,2.8,3491.7
R000101,36,M,61.0,50.2,58,75,race,151,154,170,42.2,141,7.4,45.6,29,0.906,3.48,4.8,0.326,26191.1,0.6,2333.2
R000102,27,F,58.1,58.9,45,75,race,177,166,177,42.2,154,4.3,73.1,18,0.938,4.06,2.58,0.355,31628.5,3.7,3051.3
R000103,44,F,76.0,52.9,47,81,race,282,161,171,42.2,91,5.9,68.9,19,0.942,6.93,5.35,0.329,50782.3,2.1,4893.8
R000104,30,M,69.1,44.3,46,94,race,159,162,181,42.2,103,5.1,79.2,10,0.895,3.72,5.23,0.273,28100.4,2.9,2736.6
R000105,41,M,88.3,60.6,57,93,race,275,165,178,42.2,195,5.0,87.5,20,0.927,6.62,7.97,0.367,46409.7,3.0,4948.2
R000106,40,F,71.1,41.5,55,90,race,195,162,180,42.2,198,4.4,64.9,28,0.9,4.37,4.32,0.256,32432.3,3.6,3453.8
R000107,22,F,77.2,45.7,49,98,race,263,165,180,42.2,227,4.5,93.6,12,0.917,6.03,2.57,0.277,48781.7,3.5,4641.0
R000108,43,M,55.4,50.4,55,80,race,218,160,179,42.2,182,4.8,48.4,27,0.894,4.97,5.95,0.315,38172.5,3.2,3482.4
R000109,26,M,56.5,49.3,45,70,race,288,161,174,42.2,83,5.1,62.6,17,0.925,6.73,5.7,0.306,52346.4,2.9,4503.4
R000110,31,M,59.7,42.6,52,68,race,268,149,159,42.2,83,5.4,53.0,26,0.937,6.33,6.37,0.286,43609.3,2.6,3677.2
R000111,34,M,58.7,64.7,51,96,race,147,160,172,42.2,201,4.1,77.1,17,0.93,3.6,2.1,0.404,24753.8,3.9,2436.9
R000112,28,M,61.5,44.4,49,64,race,233,163,180,42.2,202,7.4,55.5,12,0.906,5.72,3.35,0.272,38670.5,0.6,3878.6
R000113,35,M,77.5,53.3,58,69,race,288,152,163,42.2,60,4.2,44.5,27,0.933,7.18,3.41,0.351,46613.2,3.8,4546.2
R000114,39,F,64.6,63.2,56,91,race,252,164,178,42.2,168,7.1,64.0,24,0.921,6.14,3.72,0.385,42891.7,0.9,4474.8
R000115,42,F,84.5,58.2,51,82,race,225,167,178,42.2,144,5.7,54.1,21,0.938,5.2,5.58,0.349,40902.3,2.3,4268.4
R000116,43,M,60.3,42.3,56,84,race,267,154,171,42.2,178,6.6,80.0,13,0.901,6.28,4.61,0.275,41729.7,1.4,4163.3
R000117,31,F,62.1,53.9,58,98,race,294,149,162,42.2,213,4.0,88.6,21,0.92,6.84,2.96,0.362,50101.4,4.0,4189.4
R000118,32,F,60.2,47.6,52,78,race,240,149,162,42.2,203,5.4,59.7,17,0.92,5.81,5.21,0.319,36716.8,2.6,3298.1
R000119,35,F,61.3,49.7,45,66,race,143,156,175,42.2,104,6.5,41.0,11,0.891,3.45,7.91,0.319,22384.7,1.5,2207.4
R000120,35,M,57.0,48.4,58,97,race,256,152,164,42.2,232,6.6,67.4,29,0.927,5.84,4.21,0.318,39277.0,1.4,3911.9
R000121,36,M,80.7,47.5,45,76,race,143,162,177,42.2,96,6.9,57.3,18,0.915,3.44,5.55,0.293,23740.4,1.1,2575.1
R000122,43,M,79.4,63.2,47,78,race,174,158,177,42.2,123,7.3,68.8,13,0.893,4.23,3.68,0.4,27697.5,0.7,3130.8
R000123,24,M,82.3,40.2,53,90,race,223,167,184,42.2,157,4.2,55.3,16,0.908,5.28,5.67,0.241,38635.0,3.8,3912.6
R000124,43,M,70.7,59.4,56,68,race,184,147,164,42.2,156,4.5,55.3,10,0.896,4.39,3.51,0.404,30179.6,3.5,2678.0
R000125,36,F,80.6,53.7,52,74,race,288,155,173,42.2,214,7.4,52.0,12,0.896,6.94,3.0,0.346,46905.0,0.6,4681.6
R000126,42,F,88.9,44.6,45,63,race,266,155,173,42.2,130,7.4,43.5,20,0.896,6.34,6.97,0.288,41648.5,0.6,4686.1
R000127,38,F,57.9,51.5,45,69,race,224,147,159,42.2,174,6.6,49.4,24,0.925,5.71,7.28,0.35,35196.3,1.4,3057.8
R000128,38,F,66.9,61.8,54,63,race,249,164,179,42.2,63,4.8,49.2,26,0.916,5.71,5.81,0.377,41002.4,3.2,4153.2
R000129,24,F,64.9,49.8,47,65,race,162,166,180,42.2,100,4.7,43.9,17,0.922,3.8,6.77,0.3,29221.9,3.3,2774.2
R000130,44,M,68.9,62.9,52,77,race,181,161,176,42.2,180,5.3,73.8,20,0.915,4.16,6.88,0.391,33440.1,2.7,3029.1
R000131,22,M,61.4,62.3,56,96,race,143,151,167,42.2,65,7.5,76.2,22,0.904,3.28,5.36,0.413,21894.3,0.5,1947.4
R000132,41,F,62.3,49.5,47,87,race,148,161,176,42.2,221,7.5,83.6,21,0.915,3.87,5.52,0.307,25469.5,0.5,2459.6
R000133,23,F,84.0,48.4,54,80,race,295,168,180,42.2,229,7.2,71.7,27,0.933,6.9,6.51,0.288,54176.0,0.8,5272.3
R000134,26,F,71.5,64.5,47,92,race,264,163,174,42.2,205,6.4,61.4,29,0.937,6.49,2.62,0.396,44498.4,1.6,4594.9
R000135,44,F,77.5,57.4,53,97,race,282,166,176,42.2,88,6.8,60.5,24,0.943,6.72,5.75,0.346,51521.7,1.2,5261.0
R000136,23,F,68.3,45.7,49,67,race,174,162,175,42.2,63,7.2,47.7,25,0.926,4.11,4.23,0.282,31180.2,0.8,2981.0
R000137,24,F,79.5,61.0,57,66,race,202,155,167,42.2,224,5.6,45.4,13,0.928,4.68,4.23,0.394,31368.3,2.4,3201.3
R000138,35,M,57.6,45.7,58,89,race,180,146,159,42.2,169,4.6,56.2,26,0.918,4.03,1.91,0.313,27404.6,3.4,2491.3
R000139,32,F,82.6,54.3,49,64,race,187,163,177,42.2,238,4.1,60.6,11,0.921,4.13,5.24,0.333,32846.8,3.9,3291.9
R000140,33,F,70.2,59.3,53,78,race,165,167,182,42.2,69,6.8,66.8,16,0.918,4.23,7.59,0.355,28099.3,1.2,2860.5
R000141,33,M,89.0,46.6,52,93,race,230,169,180,42.2,194,4.1,78.3,17,0.939,5.41,4.63,0.276,41496.4,3.9,4368.2
R000142,24,F,71.4,51.2,48,72,race,188,153,163,42.2,134,5.5,49.5,19,0.939,4.39,3.12,0.335,30030.3,2.5,2970.1
R000143,30,F,58.0,55.4,52,80,race,190,149,161,42.2,188,4.5,56.8,10,0.925,4.52,7.49,0.372,32056.5,3.5,2737.3
R000144,34,F,78.6,47.4,54,98,race,147,166,182,42.2,226,6.1,85.7,11,0.912,3.65,6.0,0.286,26837.2,1.9,2736.5
R000145,25,F,58.2,54.9,52,79,race,252,140,158,42.2,216,5.4,67.8,19,0.886,5.79,6.67,0.392,35333.6,2.6,3192.9
R000146,43,M,76.4,61.8,48,65,race,294,160,171,42.2,143,4.5,39.3,21,0.936,7.22,5.03,0.386,49121.8,3.5,5136.3
R000147,34,M,56.5,43.1,45,90,race,292,170,183,42.2,148,4.3,73.5,15,0.929,6.85,4.5,0.254,55584.7,3.7,5305.6
R000148,33,M,81.6,42.5,55,91,race,196,170,183,42.2,83,4.6,70.3,13,0.929,4.76,0.24,0.25,33543.8,3.4,3782.8
R000149,36,F,66.9,52.9,46,87,race,265,158,172,42.2,185,5.3,59.8,21,0.919,6.04,2.87,0.335,42921.1,2.7,4527.2
R000150,24,M,59.8,42.5,58,86,race,190,162,177,42.2,79,4.5,80.3,14,0.915,4.45,8.04,0.262,35193.5,3.5,2990.0
R000151,44,F,76.1,60.7,45,88,race,216,158,169,42.2,158,6.7,82.1,28,0.935,5.2,6.87,0.384,37757.6,1.3,3603.6
R000152,42,F,78.7,45.9,55,98,race,207,161,171,42.2,190,6.2,78.0,28,0.942,4.69,5.29,0.285,37238.2,1.8,3749.2
R000153,39,F,66.4,59.8,47,96,race,224,151,164,42.2,167,4.8,94.6,11,0.921,5.19,5.11,0.396,38237.9,3.2,3321.2
R000154,32,M,59.4,59.9,48,71,race,209,166,178,42.2,101,7.0,59.3,13,0.933,5.03,4.88,0.361,36181.2,1.0,3460.5
R000155,44,M,76.2,63.0,47,76,race,221,167,183,42.2,158,5.7,75.9,17,0.913,5.58,4.57,0.377,41595.9,2.3,4274.3
R000156,40,M,85.9,51.2,57,90,race,253,169,184,42.2,91,6.2,77.2,21,0.918,6.19,7.21,0.303,47916.3,1.8,4765.4
R000157,36,M,89.9,56.9,45,99,race,210,150,164,42.2,50,4.2,59.6,17,0.915,4.91,5.95,0.379,35119.9,3.8,3520.5
R000158,23,M,58.1,52.2,58,73,race,267,151,166,42.2,191,6.8,71.5,11,0.91,6.42,0.87,0.346,40353.8,1.2,3632.8
R000159,27,F,78.9,42.8,46,75,race,241,145,156,42.2,88,5.4,53.8,16,0.929,5.57,1.35,0.295,38302.2,2.6,3637.2
R000160,42,M,67.5,56.2,50,90,race,220,166,182,42.2,249,5.9,76.9,27,0.912,5.19,7.11,0.339,37845.3,2.1,4029.3
R000161,41,M,83.1,53.8,59,63,race,198,164,175,42.2,131,6.9,56.0,18,0.937,5.0,3.24,0.328,32472.7,1.1,3639.2
R000162,39,F,75.8,62.4,52,67,race,273,152,170,42.2,186,6.9,48.6,13,0.894,6.44,4.9,0.411,47142.8,1.1,4550.8
R000163,40,M,68.2,63.4,47,96,race,284,160,178,42.2,169,6.4,62.9,20,0.899,6.7,5.17,0.396,50627.2,1.6,5015.4
R000164,36,M,65.4,42.6,47,78,race,279,149,168,42.2,152,5.8,60.3,24,0.887,6.61,2.59,0.286,42263.0,2.2,4195.9
R000165,24,F,55.1,61.5,57,77,race,280,146,164,42.2,215,5.7,73.3,10,0.89,6.73,5.76,0.421,41100.4,2.3,3673.6
R000166,29,M,59.4,58.4,50,80,race,167,154,169,42.2,62,4.2,51.6,19,0.911,4.0,4.35,0.379,27815.8,3.8,2407.5
R000167,31,F,63.5,62.8,46,81,race,220,145,160,42.2,165,4.0,63.6,13,0.906,5.45,4.22,0.433,35547.6,4.0,3037.8
R000168,37,M,62.7,43.3,56,86,race,273,149,163,42.2,56,5.2,64.4,25,0.914,6.72,2.88,0.291,44143.2,2.8,4093.4
R000169,34,M,85.8,56.9,55,67,race,184,166,177,42.2,205,5.7,41.8,21,0.938,4.39,4.98,0.343,34955.0,2.3,3258.8
R000170,30,M,62.9,44.9,54,85,race,164,154,166,42.2,153,7.2,56.6,20,0.928,3.95,3.91,0.292,26240.6,0.8,2458.0
R000171,41,F,65.2,51.7,59,90,race,165,160,178,42.2,103,5.5,64.9,11,0.899,4.06,4.8,0.323,29091.3,2.5,2665.5
R000172,27,F,83.2,51.5,54,72,race,142,145,162,42.2,205,6.3,46.3,13,0.895,3.45,5.18,0.355,23528.5,1.7,2178.1
R000173,33,M,71.1,63.0,51,97,race,257,163,179,42.2,57,4.6,76.7,13,0.911,6.09,6.3,0.387,46079.7,3.4,4277.9
R000174,39,F,84.9,55.1,49,69,race,175,145,164,42.2,104,6.6,44.0,14,0.884,4.05,5.37,0.38,26310.6,1.4,2659.7
R000175,33,M,55.0,62.5,50,86,race,173,173,189,42.2,116,5.4,77.5,12,0.915,3.81,4.93,0.361,31166.0,2.6,3146.4
R000176,34,F,68.5,54.3,46,63,race,253,142,161,42.2,242,4.6,59.6,22,0.882,5.83,5.86,0.382,37137.9,3.4,3467.1
R000177,32,F,75.3,52.9,54,78,race,248,150,163,42.2,72,5.7,62.3,29,0.92,6.06,3.24,0.353,38850.0,2.3,3828.0
R000178,35,F,77.3,49.1,54,74,race,268,144,161,42.2,73,6.3,48.9,26,0.894,6.53,5.9,0.341,41712.7,1.7,3831.9
R000179,44,M,56.3,43.2,58,65,race,240,165,177,42.2,177,4.0,58.0,21,0.932,5.47,6.27,0.262,44006.9,4.0,4298.0
R000180,44,F,65.6,48.1,53,86,race,265,156,171,42.2,71,5.4,71.9,26,0.912,6.0,3.77,0.308,43700.7,2.6,4303.3
R000181,31,F,55.7,46.7,58,68,race,278,148,161,42.2,160,6.5,61.4,15,0.919,6.53,5.93,0.316,42206.1,1.5,4053.7
R000182,23,F,61.3,42.5,50,60,race,290,153,171,42.2,122,5.2,44.1,29,0.895,7.04,3.39,0.278,45417.1,2.8,4085.8
R000183,38,F,78.5,50.9,45,76,race,154,150,161,42.2,162,4.1,71.1,17,0.932,3.82,5.53,0.339,26022.0,3.9,2334.3
R000184,40,F,74.1,64.2,47,60,race,166,163,178,42.2,138,4.6,43.4,11,0.916,4.02,4.26,0.394,30594.8,3.4,2986.9
R000185,26,F,63.8,55.6,47,75,race,222,163,177,42.2,124,4.7,57.3,15,0.921,5.13,7.3,0.341,38381.7,3.3,3508.1
